Rayyan_System_ID,Study_ID,Study_Type,Study_Year,Country,State_Region,Location,Site_Name,Latitude,Longitude,Depth_Range_Collection,Depth_Specific_Collection,Species,Urchin_Life_Stage,Development_category,Development_Stage,Urchin_TD_mm,Urchin_biomass_g,Replication_Treatment,Replication_Experimental,Thermal_Treatment,Ambient_Temp,Adjustment_Temp,Adjustment_Period,Adjustment_Period_Unit,Ramp_Rate_Treatment_degC,Ramp_Rate_Treatment_Unit,Acclimation_Temp,Acclimation_Duration,Acclimation_Duration_Unit,Experimental_Duration,Experimental_Duration_Unit,Response_Type,Control_Temp,Treatment_Temp,Response_Value,sd,se,Response_Value_Unit,Response_Value_Type,Contrast,Comments,Time_Of_Year,Temp_se,DOI,Response_Type2,Response_Type_Category,Response_Type_Level,Control_Treatment,Number_Treatments,Response_ID
21,1,Lab manipulation,2011,New Zealand,North Island,Mokohinau Islands,NA,-34.08333333,175.1166667,<= 5,5,Centrostephanus rodgersii,larvae,gamete,NA,NA,NA,4,2,static,14,NA,NA,NA,NA,NA,NA,NA,NA,2,hour,Fertilisation success,14,26.4,93.98,NA,1.3,percent success,mean,NA,NA,NA,NA,NA,Fertilisation success,Reproductive success,Individual,Treatment,12,1
21,1,Lab manipulation,2011,New Zealand,North Island,Mokohinau Islands,NA,-34.08333333,175.1166667,<= 5,5,Centrostephanus rodgersii,larvae,gamete,NA,NA,NA,4,2,static,14,NA,NA,NA,NA,NA,NA,NA,NA,2,hour,Fertilisation success,14,28.8,38.58,NA,11.28,percent success,mean,NA,NA,NA,NA,NA,Fertilisation success,Reproductive success,Individual,Treatment,12,1
21,2,Lab manipulation,2011,Australia,New South Wales,Coffs Harbour,NA,-29.55,153.2333333,<= 5,5,Centrostephanus rodgersii,larvae,gamete,NA,NA,NA,4,2,static,21,NA,NA,NA,NA,NA,NA,NA,NA,2,hour,Fertilisation success,21,12.8,89.78,NA,1.16,percent success,mean,NA,NA,NA,NA,NA,Fertilisation success,Reproductive success,Individual,Treatment,12,2
21,2,Lab manipulation,2011,Australia,New South Wales,Coffs Harbour,NA,-29.55,153.2333333,<= 5,5,Centrostephanus rodgersii,larvae,gamete,NA,NA,NA,4,2,static,21,NA,NA,NA,NA,NA,NA,NA,NA,2,hour,Fertilisation success,21,14,91.37,NA,0.29,percent success,mean,NA,NA,NA,NA,NA,Fertilisation success,Reproductive success,Individual,Treatment,12,2
21,2,Lab manipulation,2011,Australia,New South Wales,Coffs Harbour,NA,-29.55,153.2333333,<= 5,5,Centrostephanus rodgersii,larvae,gamete,NA,NA,NA,4,2,static,21,NA,NA,NA,NA,NA,NA,NA,NA,2,hour,Fertilisation success,21,15.6,96.87,NA,1.01,percent success,mean,NA,NA,NA,NA,NA,Fertilisation success,Reproductive success,Individual,Treatment,12,2
21,2,Lab manipulation,2011,Australia,New South Wales,Coffs Harbour,NA,-29.55,153.2333333,<= 5,5,Centrostephanus rodgersii,larvae,gamete,NA,NA,NA,4,2,static,21,NA,NA,NA,NA,NA,NA,NA,NA,2,hour,Fertilisation success,21,17.3,94.84,NA,0.87,percent success,mean,NA,NA,NA,NA,NA,Fertilisation success,Reproductive success,Individual,Treatment,12,2
21,2,Lab manipulation,2011,Australia,New South Wales,Coffs Harbour,NA,-29.55,153.2333333,<= 5,5,Centrostephanus rodgersii,larvae,gamete,NA,NA,NA,4,2,static,21,NA,NA,NA,NA,NA,NA,NA,NA,2,hour,Fertilisation success,21,19.1,88.19,NA,2.17,percent success,mean,NA,NA,NA,NA,NA,Fertilisation success,Reproductive success,Individual,Treatment,12,2
21,2,Lab manipulation,2011,Australia,New South Wales,Coffs Harbour,NA,-29.55,153.2333333,<= 5,5,Centrostephanus rodgersii,larvae,gamete,NA,NA,NA,4,2,static,21,NA,NA,NA,NA,NA,NA,NA,NA,2,hour,Fertilisation success,21,21,88.19,NA,0.87,percent success,mean,NA,NA,NA,NA,NA,Fertilisation success,Reproductive success,Individual,Control,12,2
21,2,Lab manipulation,2011,Australia,New South Wales,Coffs Harbour,NA,-29.55,153.2333333,<= 5,5,Centrostephanus rodgersii,larvae,gamete,NA,NA,NA,4,2,static,21,NA,NA,NA,NA,NA,NA,NA,NA,2,hour,Fertilisation success,21,22.4,89.78,NA,1.88,percent success,mean,NA,NA,NA,NA,NA,Fertilisation success,Reproductive success,Individual,Treatment,12,2
21,2,Lab manipulation,2011,Australia,New South Wales,Coffs Harbour,NA,-29.55,153.2333333,<= 5,5,Centrostephanus rodgersii,larvae,gamete,NA,NA,NA,4,2,static,21,NA,NA,NA,NA,NA,NA,NA,NA,2,hour,Fertilisation success,21,24.5,88.91,NA,1.88,percent success,mean,NA,NA,NA,NA,NA,Fertilisation success,Reproductive success,Individual,Treatment,12,2
21,2,Lab manipulation,2011,Australia,New South Wales,Coffs Harbour,NA,-29.55,153.2333333,<= 5,5,Centrostephanus rodgersii,larvae,gamete,NA,NA,NA,4,2,static,21,NA,NA,NA,NA,NA,NA,NA,NA,2,hour,Fertilisation success,21,26.1,90.07,NA,2.89,percent success,mean,NA,NA,NA,NA,NA,Fertilisation success,Reproductive success,Individual,Treatment,12,2
21,2,Lab manipulation,2011,Australia,New South Wales,Coffs Harbour,NA,-29.55,153.2333333,<= 5,5,Centrostephanus rodgersii,larvae,gamete,NA,NA,NA,4,2,static,21,NA,NA,NA,NA,NA,NA,NA,NA,2,hour,Fertilisation success,21,27.7,81.83,NA,1.44,percent success,mean,NA,NA,NA,NA,NA,Fertilisation success,Reproductive success,Individual,Treatment,12,2
21,2,Lab manipulation,2011,Australia,New South Wales,Coffs Harbour,NA,-29.55,153.2333333,<= 5,5,Centrostephanus rodgersii,larvae,gamete,NA,NA,NA,4,2,static,21,NA,NA,NA,NA,NA,NA,NA,NA,2,hour,Fertilisation success,21,29.5,90.79,NA,2.17,percent success,mean,NA,NA,NA,NA,NA,Fertilisation success,Reproductive success,Individual,Treatment,12,2
21,2,Lab manipulation,2011,Australia,New South Wales,Coffs Harbour,NA,-29.55,153.2333333,<= 5,5,Centrostephanus rodgersii,larvae,gamete,NA,NA,NA,4,2,static,21,NA,NA,NA,NA,NA,NA,NA,NA,2,hour,Fertilisation success,21,31.5,26.72,NA,5.79,percent success,mean,NA,NA,NA,NA,NA,Fertilisation success,Reproductive success,Individual,Treatment,12,2
21,3,Lab manipulation,2011,New Zealand,North Island,Mokohinau Islands,NA,-34.08333333,175.1166667,<= 5,5,Centrostephanus rodgersii,larvae,embryo,Cleavage,NA,NA,4,2,static,14,NA,NA,NA,NA,NA,NA,NA,NA,2,hour,developmental success,14,12,0,NA,0.75,percent success,mean,NA,NA,NA,NA,NA,Development success,Development success,Individual,Treatment,12,3
21,3,Lab manipulation,2011,New Zealand,North Island,Mokohinau Islands,NA,-34.08333333,175.1166667,<= 5,5,Centrostephanus rodgersii,larvae,embryo,Cleavage,NA,NA,4,2,static,14,NA,NA,NA,NA,NA,NA,NA,NA,2,hour,developmental success,14,13.1,0,NA,0.75,percent success,mean,NA,NA,NA,NA,NA,Development success,Development success,Individual,Treatment,12,3
21,3,Lab manipulation,2011,New Zealand,North Island,Mokohinau Islands,NA,-34.08333333,175.1166667,<= 5,5,Centrostephanus rodgersii,larvae,embryo,Cleavage,NA,NA,4,2,static,14,NA,NA,NA,NA,NA,NA,NA,NA,2,hour,developmental success,14,14.3,0,NA,0.75,percent success,mean,NA,NA,NA,NA,NA,Development success,Development success,Individual,Control,12,3
21,3,Lab manipulation,2011,New Zealand,North Island,Mokohinau Islands,NA,-34.08333333,175.1166667,<= 5,5,Centrostephanus rodgersii,larvae,embryo,Cleavage,NA,NA,4,2,static,14,NA,NA,NA,NA,NA,NA,NA,NA,2,hour,developmental success,14,16,3.01,NA,1.89,percent success,mean,NA,NA,NA,NA,NA,Development success,Development success,Individual,Treatment,12,3
21,3,Lab manipulation,2011,New Zealand,North Island,Mokohinau Islands,NA,-34.08333333,175.1166667,<= 5,5,Centrostephanus rodgersii,larvae,embryo,Cleavage,NA,NA,4,2,static,14,NA,NA,NA,NA,NA,NA,NA,NA,2,hour,developmental success,14,17.2,13.18,NA,1.51,percent success,mean,NA,NA,NA,NA,NA,Development success,Development success,Individual,Treatment,12,3
21,3,Lab manipulation,2011,New Zealand,North Island,Mokohinau Islands,NA,-34.08333333,175.1166667,<= 5,5,Centrostephanus rodgersii,larvae,embryo,Cleavage,NA,NA,4,2,static,14,NA,NA,NA,NA,NA,NA,NA,NA,2,hour,developmental success,14,18.7,86.82,NA,2.82,percent success,mean,NA,NA,NA,NA,NA,Development success,Development success,Individual,Treatment,12,3
21,3,Lab manipulation,2011,New Zealand,North Island,Mokohinau Islands,NA,-34.08333333,175.1166667,<= 5,5,Centrostephanus rodgersii,larvae,embryo,Cleavage,NA,NA,4,2,static,14,NA,NA,NA,NA,NA,NA,NA,NA,2,hour,developmental success,14,20.1,91.71,NA,2.07,percent success,mean,NA,NA,NA,NA,NA,Development success,Development success,Individual,Treatment,12,3
21,3,Lab manipulation,2011,New Zealand,North Island,Mokohinau Islands,NA,-34.08333333,175.1166667,<= 5,5,Centrostephanus rodgersii,larvae,embryo,Cleavage,NA,NA,4,2,static,14,NA,NA,NA,NA,NA,NA,NA,NA,2,hour,developmental success,14,22.1,92.84,NA,1.13,percent success,mean,NA,NA,NA,NA,NA,Development success,Development success,Individual,Treatment,12,3
21,3,Lab manipulation,2011,New Zealand,North Island,Mokohinau Islands,NA,-34.08333333,175.1166667,<= 5,5,Centrostephanus rodgersii,larvae,embryo,Cleavage,NA,NA,4,2,static,14,NA,NA,NA,NA,NA,NA,NA,NA,2,hour,developmental success,14,23.5,94.91,NA,2.08,percent success,mean,NA,NA,NA,NA,NA,Development success,Development success,Individual,Treatment,12,3
21,3,Lab manipulation,2011,New Zealand,North Island,Mokohinau Islands,NA,-34.08333333,175.1166667,<= 5,5,Centrostephanus rodgersii,larvae,embryo,Cleavage,NA,NA,4,2,static,14,NA,NA,NA,NA,NA,NA,NA,NA,2,hour,developmental success,14,25,10.55,NA,3.01,percent success,mean,NA,NA,NA,NA,NA,Development success,Development success,Individual,Treatment,12,3
21,3,Lab manipulation,2011,New Zealand,North Island,Mokohinau Islands,NA,-34.08333333,175.1166667,<= 5,5,Centrostephanus rodgersii,larvae,embryo,Cleavage,NA,NA,4,2,static,14,NA,NA,NA,NA,NA,NA,NA,NA,2,hour,developmental success,14,26.4,0.56,NA,0.57,percent success,mean,NA,NA,NA,NA,NA,Development success,Development success,Individual,Treatment,12,3
21,3,Lab manipulation,2011,New Zealand,North Island,Mokohinau Islands,NA,-34.08333333,175.1166667,<= 5,5,Centrostephanus rodgersii,larvae,embryo,Cleavage,NA,NA,4,2,static,14,NA,NA,NA,NA,NA,NA,NA,NA,2,hour,developmental success,14,28.8,0,NA,0.75,percent success,mean,NA,NA,NA,NA,NA,Development success,Development success,Individual,Treatment,12,3
21,4,Lab manipulation,2011,Australia,New South Wales,Coffs Harbour,NA,-29.55,153.2333333,<= 5,5,Centrostephanus rodgersii,larvae,embryo,Cleavage,NA,NA,4,2,static,21,NA,NA,NA,NA,NA,NA,NA,NA,2,hour,developmental success,21,12.8,0,NA,0.18,percent success,mean,NA,NA,NA,NA,NA,Development success,Development success,Individual,Treatment,12,4
21,4,Lab manipulation,2011,Australia,New South Wales,Coffs Harbour,NA,-29.55,153.2333333,<= 5,5,Centrostephanus rodgersii,larvae,embryo,Cleavage,NA,NA,4,2,static,21,NA,NA,NA,NA,NA,NA,NA,NA,2,hour,developmental success,21,14,3.01,NA,1.32,percent success,mean,NA,NA,NA,NA,NA,Development success,Development success,Individual,Treatment,12,4
21,4,Lab manipulation,2011,Australia,New South Wales,Coffs Harbour,NA,-29.55,153.2333333,<= 5,5,Centrostephanus rodgersii,larvae,embryo,Cleavage,NA,NA,4,2,static,21,NA,NA,NA,NA,NA,NA,NA,NA,2,hour,developmental success,21,15.6,53.3,NA,3.57,percent success,mean,NA,NA,NA,NA,NA,Development success,Development success,Individual,Treatment,12,4
21,4,Lab manipulation,2011,Australia,New South Wales,Coffs Harbour,NA,-29.55,153.2333333,<= 5,5,Centrostephanus rodgersii,larvae,embryo,Cleavage,NA,NA,4,2,static,21,NA,NA,NA,NA,NA,NA,NA,NA,2,hour,developmental success,21,17.3,90.4,NA,1.13,percent success,mean,NA,NA,NA,NA,NA,Development success,Development success,Individual,Treatment,12,4
21,4,Lab manipulation,2011,Australia,New South Wales,Coffs Harbour,NA,-29.55,153.2333333,<= 5,5,Centrostephanus rodgersii,larvae,embryo,Cleavage,NA,NA,4,2,static,21,NA,NA,NA,NA,NA,NA,NA,NA,2,hour,developmental success,21,19.1,87.38,NA,2.26,percent success,mean,NA,NA,NA,NA,NA,Development success,Development success,Individual,Treatment,12,4
21,4,Lab manipulation,2011,Australia,New South Wales,Coffs Harbour,NA,-29.55,153.2333333,<= 5,5,Centrostephanus rodgersii,larvae,embryo,Cleavage,NA,NA,4,2,static,21,NA,NA,NA,NA,NA,NA,NA,NA,2,hour,developmental success,21,21,87.57,NA,0.57,percent success,mean,NA,NA,NA,NA,NA,Development success,Development success,Individual,Control,12,4
21,4,Lab manipulation,2011,Australia,New South Wales,Coffs Harbour,NA,-29.55,153.2333333,<= 5,5,Centrostephanus rodgersii,larvae,embryo,Cleavage,NA,NA,4,2,static,21,NA,NA,NA,NA,NA,NA,NA,NA,2,hour,developmental success,21,22.4,88.89,NA,2.45,percent success,mean,NA,NA,NA,NA,NA,Development success,Development success,Individual,Treatment,12,4
21,4,Lab manipulation,2011,Australia,New South Wales,Coffs Harbour,NA,-29.55,153.2333333,<= 5,5,Centrostephanus rodgersii,larvae,embryo,Cleavage,NA,NA,4,2,static,21,NA,NA,NA,NA,NA,NA,NA,NA,2,hour,developmental success,21,24.5,87.01,NA,1.31,percent success,mean,NA,NA,NA,NA,NA,Development success,Development success,Individual,Treatment,12,4
21,4,Lab manipulation,2011,Australia,New South Wales,Coffs Harbour,NA,-29.55,153.2333333,<= 5,5,Centrostephanus rodgersii,larvae,embryo,Cleavage,NA,NA,4,2,static,21,NA,NA,NA,NA,NA,NA,NA,NA,2,hour,developmental success,21,26.1,19.4,NA,6.78,percent success,mean,NA,NA,NA,NA,NA,Development success,Development success,Individual,Treatment,12,4
21,4,Lab manipulation,2011,Australia,New South Wales,Coffs Harbour,NA,-29.55,153.2333333,<= 5,5,Centrostephanus rodgersii,larvae,embryo,Cleavage,NA,NA,4,2,static,21,NA,NA,NA,NA,NA,NA,NA,NA,2,hour,developmental success,21,27.7,1.13,NA,0.37,percent success,mean,NA,NA,NA,NA,NA,Development success,Development success,Individual,Treatment,12,4
21,4,Lab manipulation,2011,Australia,New South Wales,Coffs Harbour,NA,-29.55,153.2333333,<= 5,5,Centrostephanus rodgersii,larvae,embryo,Cleavage,NA,NA,4,2,static,21,NA,NA,NA,NA,NA,NA,NA,NA,2,hour,developmental success,21,29.5,0,NA,0.18,percent success,mean,NA,NA,NA,NA,NA,Development success,Development success,Individual,Treatment,12,4
21,4,Lab manipulation,2011,Australia,New South Wales,Coffs Harbour,NA,-29.55,153.2333333,<= 5,5,Centrostephanus rodgersii,larvae,embryo,Cleavage,NA,NA,4,2,static,21,NA,NA,NA,NA,NA,NA,NA,NA,2,hour,developmental success,21,31.5,0,NA,0.18,percent success,mean,NA,NA,NA,NA,NA,Development success,Development success,Individual,Treatment,12,4
21,5,Lab manipulation,2011,New Zealand,North Island,Mokohinau Islands,NA,-34.08333333,175.1166667,<= 5,5,Centrostephanus rodgersii,larvae,embryo,Hatching,NA,NA,4,2,static,14,NA,NA,NA,NA,NA,NA,NA,NA,18,hour,developmental success,14,12,0,NA,0.91,percent success,mean,NA,NA,NA,NA,NA,Development success,Development success,Individual,Treatment,12,5
21,5,Lab manipulation,2011,New Zealand,North Island,Mokohinau Islands,NA,-34.08333333,175.1166667,<= 5,5,Centrostephanus rodgersii,larvae,embryo,Hatching,NA,NA,4,2,static,14,NA,NA,NA,NA,NA,NA,NA,NA,18,hour,developmental success,14,13.1,0,NA,0.51,percent success,mean,NA,NA,NA,NA,NA,Development success,Development success,Individual,Treatment,12,5
21,5,Lab manipulation,2011,New Zealand,North Island,Mokohinau Islands,NA,-34.08333333,175.1166667,<= 5,5,Centrostephanus rodgersii,larvae,embryo,Hatching,NA,NA,4,2,static,14,NA,NA,NA,NA,NA,NA,NA,NA,18,hour,developmental success,14,14.3,31.51,NA,6.1,percent success,mean,NA,NA,NA,NA,NA,Development success,Development success,Individual,Control,12,5
21,5,Lab manipulation,2011,New Zealand,North Island,Mokohinau Islands,NA,-34.08333333,175.1166667,<= 5,5,Centrostephanus rodgersii,larvae,embryo,Hatching,NA,NA,4,2,static,14,NA,NA,NA,NA,NA,NA,NA,NA,18,hour,developmental success,14,16,40.23,NA,7.38,percent success,mean,NA,NA,NA,NA,NA,Development success,Development success,Individual,Treatment,12,5
21,5,Lab manipulation,2011,New Zealand,North Island,Mokohinau Islands,NA,-34.08333333,175.1166667,<= 5,5,Centrostephanus rodgersii,larvae,embryo,Hatching,NA,NA,4,2,static,14,NA,NA,NA,NA,NA,NA,NA,NA,18,hour,developmental success,14,17.2,80.35,NA,3.22,percent success,mean,NA,NA,NA,NA,NA,Development success,Development success,Individual,Treatment,12,5
21,5,Lab manipulation,2011,New Zealand,North Island,Mokohinau Islands,NA,-34.08333333,175.1166667,<= 5,5,Centrostephanus rodgersii,larvae,embryo,Hatching,NA,NA,4,2,static,14,NA,NA,NA,NA,NA,NA,NA,NA,18,hour,developmental success,14,18.7,89.42,NA,3.22,percent success,mean,NA,NA,NA,NA,NA,Development success,Development success,Individual,Treatment,12,5
21,5,Lab manipulation,2011,New Zealand,North Island,Mokohinau Islands,NA,-34.08333333,175.1166667,<= 5,5,Centrostephanus rodgersii,larvae,embryo,Hatching,NA,NA,4,2,static,14,NA,NA,NA,NA,NA,NA,NA,NA,18,hour,developmental success,14,20.1,92.42,NA,3.22,percent success,mean,NA,NA,NA,NA,NA,Development success,Development success,Individual,Treatment,12,5
21,5,Lab manipulation,2011,New Zealand,North Island,Mokohinau Islands,NA,-34.08333333,175.1166667,<= 5,5,Centrostephanus rodgersii,larvae,embryo,Hatching,NA,NA,4,2,static,14,NA,NA,NA,NA,NA,NA,NA,NA,18,hour,developmental success,14,22.1,91.06,NA,0.95,percent success,mean,NA,NA,NA,NA,NA,Development success,Development success,Individual,Treatment,12,5
21,5,Lab manipulation,2011,New Zealand,North Island,Mokohinau Islands,NA,-34.08333333,175.1166667,<= 5,5,Centrostephanus rodgersii,larvae,embryo,Hatching,NA,NA,4,2,static,14,NA,NA,NA,NA,NA,NA,NA,NA,18,hour,developmental success,14,23.5,92.74,NA,1.89,percent success,mean,NA,NA,NA,NA,NA,Development success,Development success,Individual,Treatment,12,5
21,5,Lab manipulation,2011,New Zealand,North Island,Mokohinau Islands,NA,-34.08333333,175.1166667,<= 5,5,Centrostephanus rodgersii,larvae,embryo,Hatching,NA,NA,4,2,static,14,NA,NA,NA,NA,NA,NA,NA,NA,18,hour,developmental success,14,25,6,NA,0.72,percent success,mean,NA,NA,NA,NA,NA,Development success,Development success,Individual,Treatment,12,5
21,5,Lab manipulation,2011,New Zealand,North Island,Mokohinau Islands,NA,-34.08333333,175.1166667,<= 5,5,Centrostephanus rodgersii,larvae,embryo,Hatching,NA,NA,4,2,static,14,NA,NA,NA,NA,NA,NA,NA,NA,18,hour,developmental success,14,26.4,0,NA,0,percent success,mean,NA,NA,NA,NA,NA,Development success,Development success,Individual,Treatment,12,5
21,5,Lab manipulation,2011,New Zealand,North Island,Mokohinau Islands,NA,-34.08333333,175.1166667,<= 5,5,Centrostephanus rodgersii,larvae,embryo,Hatching,NA,NA,4,2,static,14,NA,NA,NA,NA,NA,NA,NA,NA,18,hour,developmental success,14,28.8,0,NA,0,percent success,mean,NA,NA,NA,NA,NA,Development success,Development success,Individual,Treatment,12,5
21,6,Lab manipulation,2011,Australia,New South Wales,Coffs Harbour,NA,-29.55,153.2333333,<= 5,5,Centrostephanus rodgersii,larvae,embryo,Hatching,NA,NA,4,2,static,21,NA,NA,NA,NA,NA,NA,NA,NA,18,hour,developmental success,21,12.8,0,NA,0,percent success,mean,NA,NA,NA,NA,NA,Development success,Development success,Individual,Treatment,12,6
21,6,Lab manipulation,2011,Australia,New South Wales,Coffs Harbour,NA,-29.55,153.2333333,<= 5,5,Centrostephanus rodgersii,larvae,embryo,Hatching,NA,NA,4,2,static,21,NA,NA,NA,NA,NA,NA,NA,NA,18,hour,developmental success,21,14,11,NA,2.75,percent success,mean,NA,NA,NA,NA,NA,Development success,Development success,Individual,Treatment,12,6
21,6,Lab manipulation,2011,Australia,New South Wales,Coffs Harbour,NA,-29.55,153.2333333,<= 5,5,Centrostephanus rodgersii,larvae,embryo,Hatching,NA,NA,4,2,static,21,NA,NA,NA,NA,NA,NA,NA,NA,18,hour,developmental success,21,15.6,47.81,NA,3.98,percent success,mean,NA,NA,NA,NA,NA,Development success,Development success,Individual,Treatment,12,6
21,6,Lab manipulation,2011,Australia,New South Wales,Coffs Harbour,NA,-29.55,153.2333333,<= 5,5,Centrostephanus rodgersii,larvae,embryo,Hatching,NA,NA,4,2,static,21,NA,NA,NA,NA,NA,NA,NA,NA,18,hour,developmental success,21,17.3,52.32,NA,2.28,percent success,mean,NA,NA,NA,NA,NA,Development success,Development success,Individual,Treatment,12,6
21,6,Lab manipulation,2011,Australia,New South Wales,Coffs Harbour,NA,-29.55,153.2333333,<= 5,5,Centrostephanus rodgersii,larvae,embryo,Hatching,NA,NA,4,2,static,21,NA,NA,NA,NA,NA,NA,NA,NA,18,hour,developmental success,21,19.1,72.18,NA,3.42,percent success,mean,NA,NA,NA,NA,NA,Development success,Development success,Individual,Treatment,12,6
21,6,Lab manipulation,2011,Australia,New South Wales,Coffs Harbour,NA,-29.55,153.2333333,<= 5,5,Centrostephanus rodgersii,larvae,embryo,Hatching,NA,NA,4,2,static,21,NA,NA,NA,NA,NA,NA,NA,NA,18,hour,developmental success,21,21,81.61,NA,1.89,percent success,mean,NA,NA,NA,NA,NA,Development success,Development success,Individual,Control,12,6
21,6,Lab manipulation,2011,Australia,New South Wales,Coffs Harbour,NA,-29.55,153.2333333,<= 5,5,Centrostephanus rodgersii,larvae,embryo,Hatching,NA,NA,4,2,static,21,NA,NA,NA,NA,NA,NA,NA,NA,18,hour,developmental success,21,22.4,92.95,NA,1.7,percent success,mean,NA,NA,NA,NA,NA,Development success,Development success,Individual,Treatment,12,6
21,6,Lab manipulation,2011,Australia,New South Wales,Coffs Harbour,NA,-29.55,153.2333333,<= 5,5,Centrostephanus rodgersii,larvae,embryo,Hatching,NA,NA,4,2,static,21,NA,NA,NA,NA,NA,NA,NA,NA,18,hour,developmental success,21,24.5,79.65,NA,1.02,percent success,mean,NA,NA,NA,NA,NA,Development success,Development success,Individual,Treatment,12,6
